song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
65,242240,0.0876,0.6470000000,0.8680000000,0.1240000000,0,0.1290000000,-6.4270000000,0,0.1050000000,121.8220000000,4,0.8030000000
26,284066,0.0797,0.5000000000,0.8460000000,0.0000000000,0,0.2410000000,-8.0980000000,1,0.0457000000,134.9370000000,4,0.7380000000
80,281613,0.386,0.6020000000,0.5220000000,0.0000144000,10,0.0941000000,-9.0310000000,1,0.0285000000,136.6370000000,4,0.3600000000
30,313026,0.0832,0.4790000000,0.6010000000,0.0014200000,7,0.1100000000,-8.8060000000,1,0.0318000000,124.9660000000,4,0.6690000000
61,313706,0.171,0.6140000000,0.7630000000,0.0000000000,4,0.1190000000,-8.9490000000,0,0.1330000000,84.2360000000,4,0.8850000000
48,219466,0.0848,0.7280000000,0.7180000000,0.0000000000,8,0.0579000000,-5.2810000000,0,0.0501000000,95.9220000000,4,0.7330000000
75,275440,0.177,0.7280000000,0.8240000000,0.0000014800,5,0.0600000000,-8.6320000000,1,0.0353000000,131.4680000000,4,0.7870000000
34,350266,0.5589999999999999,0.6050000000,0.5740000000,0.1130000000,2,0.0684000000,-10.5360000000,1,0.0377000000,129.4490000000,4,0.5430000000
55,270333,0.2019999999999999,0.7400000000,0.6050000000,0.0001070000,5,0.0515000000,-10.9240000000,1,0.0539000000,111.7800000000,4,0.7790000000
24,267746,0.435,0.8370000000,0.4070000000,0.0004870000,7,0.1740000000,-12.4160000000,0,0.0563000000,105.0130000000,4,0.9220000000
72,207266,0.0916,0.5750000000,0.9120000000,0.0021100000,7,0.0562000000,-7.2750000000,0,0.0393000000,117.3990000000,4,0.8430000000
23,308853,0.22,0.4140000000,0.7000000000,0.0007210000,5,0.1140000000,-8.8380000000,1,0.0301000000,76.7900000000,4,0.3700000000
30,232600,0.105,0.2450000000,0.8330000000,0.0000000000,1,0.3590000000,-5.5550000000,0,0.1160000000,205.3750000000,4,0.8050000000
17,298794,0.297,0.7220000000,0.7870000000,0.0070600000,7,0.1460000000,-7.3330000000,0,0.0508000000,90.8390000000,4,0.7080000000
52,293426,0.412,0.2250000000,0.6870000000,0.0014200000,5,0.1470000000,-10.2360000000,1,0.0462000000,173.4940000000,4,0.6110000000
15,206936,0.000679,0.6330000000,0.5420000000,0.0043400000,5,0.0754000000,-12.3180000000,1,0.0316000000,130.3140000000,4,0.8790000000
23,192133,0.0398,0.6860000000,0.6320000000,0.0000022000,9,0.0686000000,-11.4330000000,1,0.0353000000,118.9650000000,4,0.8800000000
22,161533,0.5660000000000001,0.6740000000,0.5370000000,0.0000000000,1,0.1310000000,-10.9710000000,0,0.0363000000,110.5780000000,4,0.8090000000
16,293840,0.0393,0.5800000000,0.7320000000,0.0011600000,0,0.0821000000,-8.5850000000,1,0.0358000000,147.1940000000,4,0.8830000000
19,308440,0.00125,0.3680000000,0.9280000000,0.0011100000,9,0.3010000000,-8.3690000000,0,0.0593000000,141.1750000000,4,0.5320000000
70,296000,0.256,0.6780000000,0.4990000000,0.0000985000,9,0.0510000000,-12.8160000000,1,0.0308000000,92.6270000000,4,0.7180000000
58,270946,0.0153,0.7280000000,0.5180000000,0.0000419000,11,0.1030000000,-11.1140000000,0,0.0380000000,88.7080000000,4,0.8330000000
72,244706,0.0891,0.6170000000,0.5330000000,0.0000040400,3,0.0415000000,-11.5160000000,0,0.0651000000,158.8600000000,4,0.8350000000
85,225280,0.018,0.5730000000,0.9020000000,0.0012500000,6,0.0928000000,-7.6380000000,0,0.0540000000,84.4120000000,4,0.8760000000
45,253733,0.413,0.8280000000,0.4470000000,0.0033500000,1,0.0740000000,-10.5630000000,1,0.0349000000,117.3910000000,4,0.6760000000
75,243360,0.0465,0.3820000000,0.5890000000,0.0000000000,9,0.1220000000,-7.3150000000,0,0.0267000000,140.0590000000,4,0.3350000000
82,291293,0.207,0.7090000000,0.8240000000,0.0003070000,1,0.0888000000,-8.8240000000,1,0.0453000000,118.8140000000,4,0.8670000000
22,201000,0.0512,0.8620000000,0.4010000000,0.0060700000,4,0.1800000000,-12.0880000000,1,0.0374000000,109.1420000000,4,0.8000000000
78,197706,0.0747,0.7010000000,0.9430000000,0.0000000000,4,0.6010000000,-2.9860000000,1,0.0456000000,128.9920000000,4,0.7910000000
83,216933,0.2269999999999999,0.6920000000,0.7110000000,0.0000000000,0,0.1200000000,-7.4980000000,0,0.0317000000,125.1350000000,4,0.8750000000
40,251480,0.363,0.6370000000,0.8110000000,0.0045100000,7,0.1070000000,-11.3450000000,1,0.0583000000,112.0530000000,4,0.5520000000
27,230693,0.186,0.6180000000,0.7640000000,0.0000000000,0,0.1200000000,-6.0270000000,1,0.0562000000,81.3660000000,4,0.8760000000
66,252760,0.214,0.6610000000,0.5520000000,0.0000000000,10,0.2060000000,-12.3850000000,1,0.0337000000,92.0560000000,4,0.9280000000
73,226293,0.159,0.5640000000,0.9110000000,0.0000436000,2,0.1180000000,-5.3900000000,1,0.0536000000,173.9380000000,4,0.5820000000
34,175346,0.0674,0.6390000000,0.9230000000,0.0000000000,7,0.0879000000,-5.7080000000,1,0.0320000000,97.8740000000,4,0.7610000000
68,427333,0.1889999999999999,0.5280000000,0.4470000000,0.0000000000,4,0.0745000000,-15.2550000000,1,0.0435000000,72.5800000000,4,0.2920000000
79,238733,0.0116,0.5960000000,0.8690000000,0.1730000000,10,0.0678000000,-11.9700000000,1,0.0370000000,109.9020000000,4,0.9440000000
79,250986,0.127,0.5000000000,0.7480000000,0.0000000000,4,0.4470000000,-9.0720000000,1,0.0363000000,118.8520000000,4,0.5140000000
75,236933,0.0148,0.4390000000,0.4220000000,0.0000484000,8,0.0697000000,-17.2270000000,1,0.0409000000,81.8330000000,4,0.5510000000
84,293826,0.0236,0.9200000000,0.6540000000,0.0158000000,11,0.0359000000,-3.0510000000,0,0.0401000000,117.0460000000,4,0.8470000000
54,278826,0.00201,0.3970000000,0.8610000000,0.0000249000,4,0.3500000000,-12.1560000000,1,0.0569000000,121.8560000000,4,0.5120000000
71,234333,0.0964,0.7680000000,0.8290000000,0.0000292000,5,0.0970000000,-5.1090000000,1,0.0313000000,118.7730000000,4,0.9620000000
26,221773,0.125,0.6550000000,0.5330000000,0.0000000000,5,0.2450000000,-12.1730000000,1,0.0300000000,116.0550000000,4,0.5150000000
80,214653,0.1119999999999999,0.9330000000,0.5280000000,0.3120000000,5,0.1630000000,-6.4720000000,0,0.1610000000,109.9670000000,4,0.7540000000
76,220866,0.0485,0.7460000000,0.7900000000,0.0261000000,11,0.0534000000,-4.7000000000,0,0.0257000000,107.2310000000,4,0.8910000000
52,233240,0.597,0.5730000000,0.4290000000,0.0000818000,2,0.0839000000,-8.6800000000,1,0.0294000000,139.0970000000,4,0.3610000000
68,199453,0.0857,0.6410000000,0.8940000000,0.0090000000,8,0.1570000000,-7.4100000000,1,0.0273000000,109.8230000000,4,0.9720000000
52,241920,0.2739999999999999,0.7270000000,0.6800000000,0.0000000000,4,0.3100000000,-11.2970000000,1,0.0445000000,107.7750000000,4,0.6830000000
80,216053,0.0183,0.5080000000,0.8340000000,0.0000000000,2,0.0732000000,-6.2050000000,1,0.0386000000,139.1310000000,4,0.7740000000
73,246520,0.0243,0.6400000000,0.8520000000,0.0000018200,1,0.0497000000,-8.1190000000,0,0.0345000000,122.9020000000,4,0.7930000000
25,222706,0.0678,0.5400000000,0.9600000000,0.0000023400,0,0.3420000000,-2.9710000000,0,0.0521000000,122.7610000000,4,0.8020000000
75,213573,0.115,0.7210000000,0.9390000000,0.0000379000,8,0.1080000000,-11.8230000000,1,0.0376000000,113.3090000000,4,0.9140000000
70,213986,0.0299,0.6070000000,0.7840000000,0.0000038500,0,0.2880000000,-7.9630000000,1,0.0258000000,113.8040000000,4,0.6220000000
78,249293,0.0778,0.5320000000,0.8870000000,0.0002140000,0,0.2940000000,-3.7570000000,1,0.0335000000,122.5110000000,4,0.7950000000
31,222733,0.218,0.6900000000,0.5400000000,0.0065700000,4,0.1150000000,-10.5160000000,1,0.0317000000,114.8460000000,4,0.7640000000
40,273720,0.413,0.4660000000,0.6150000000,0.0000000000,0,0.3430000000,-9.1020000000,1,0.0492000000,108.0160000000,4,0.8120000000
35,277480,0.0139,0.5650000000,0.7640000000,0.0048800000,1,0.0790000000,-9.4300000000,1,0.0351000000,100.8910000000,4,0.6860000000
71,234493,0.124,0.5820000000,0.6060000000,0.0013900000,6,0.1510000000,-9.9610000000,1,0.0289000000,111.4410000000,5,0.5040000000
74,260680,0.0843,0.6720000000,0.7920000000,0.0605000000,2,0.3020000000,-7.0330000000,1,0.0264000000,111.2770000000,4,0.6830000000
68,210266,0.596,0.6490000000,0.6180000000,0.0000014600,9,0.1920000000,-10.7280000000,1,0.0265000000,114.6880000000,4,0.6670000000
70,304506,0.0674,0.7490000000,0.6990000000,0.0019200000,1,0.0763000000,-13.1080000000,1,0.0371000000,128.9040000000,4,0.9350000000
64,190706,0.261,0.7370000000,0.5690000000,0.3110000000,5,0.0460000000,-6.7020000000,1,0.0553000000,167.1960000000,4,0.9120000000
72,221840,0.103,0.5550000000,0.7570000000,0.0000011600,1,0.0631000000,-7.8680000000,0,0.0601000000,129.6070000000,4,0.5820000000
66,175173,0.326,0.5350000000,0.7160000000,0.0000000000,4,0.6590000000,-5.0250000000,1,0.0431000000,94.3790000000,4,0.9010000000
76,271893,0.0351,0.7270000000,0.6850000000,0.0000443000,11,0.0973000000,-7.1590000000,0,0.0398000000,88.7500000000,4,0.8120000000
67,230640,0.0962,0.5900000000,0.8680000000,0.0003220000,5,0.4420000000,-5.8320000000,0,0.0480000000,184.3480000000,4,0.7980000000
72,287440,0.273,0.7540000000,0.3660000000,0.0000904000,8,0.1060000000,-10.0700000000,1,0.0312000000,91.1470000000,4,0.4690000000
75,296080,0.052,0.6610000000,0.9080000000,0.0000000000,5,0.0708000000,-4.8970000000,1,0.0390000000,144.0910000000,4,0.6560000000
79,188986,0.079,0.7420000000,0.8330000000,0.0000000000,2,0.3840000000,-6.4630000000,1,0.1150000000,113.3750000000,4,0.8160000000
75,241306,0.0115,0.5270000000,0.9420000000,0.0000000000,1,0.1880000000,-5.6400000000,0,0.0366000000,148.7230000000,4,0.4950000000
74,243066,0.5760000000000001,0.7240000000,0.4360000000,0.0000011900,0,0.0908000000,-9.3210000000,1,0.0282000000,130.4390000000,4,0.3240000000
82,292880,0.000147,0.5010000000,0.8890000000,0.0114000000,4,0.2170000000,-5.1750000000,1,0.0364000000,133.5190000000,4,0.2570000000
62,232280,0.0986,0.6070000000,0.7950000000,0.0000000000,0,0.0590000000,-5.1370000000,1,0.0496000000,81.2980000000,4,0.8150000000
69,234493,0.1689999999999999,0.5260000000,0.5150000000,0.0008160000,9,0.1810000000,-11.1690000000,1,0.0389000000,136.5430000000,4,0.5180000000
79,296800,0.313,0.7110000000,0.2920000000,0.0000000000,4,0.1310000000,-15.5230000000,0,0.0370000000,103.9510000000,4,0.1940000000
63,231560,0.0251,0.8130000000,0.6990000000,0.0135000000,7,0.0527000000,-8.6560000000,1,0.0458000000,117.5480000000,4,0.7320000000
58,239120,0.0332,0.5390000000,0.8580000000,0.0003470000,6,0.0562000000,-4.6390000000,0,0.0444000000,117.8410000000,4,0.3530000000
77,226706,0.42,0.4890000000,0.4830000000,0.0028000000,9,0.2360000000,-9.4660000000,0,0.0275000000,136.8220000000,4,0.3330000000
69,276360,0.126,0.7770000000,0.7250000000,0.0108000000,5,0.0917000000,-9.0120000000,1,0.0470000000,128.3490000000,4,0.8510000000
16,522306,0.0416,0.3830000000,0.5700000000,0.0068300000,10,0.7460000000,-7.0190000000,1,0.0318000000,114.1470000000,4,0.1830000000
63,245800,0.08,0.8400000000,0.6540000000,0.0002590000,3,0.0630000000,-12.1350000000,1,0.0621000000,125.6800000000,4,0.8410000000
71,220893,0.4029999999999999,0.7660000000,0.7720000000,0.0584000000,0,0.1830000000,-9.3620000000,1,0.0353000000,128.1660000000,4,0.9200000000
62,180240,0.2,0.9010000000,0.6540000000,0.0000000000,10,0.1650000000,-10.1500000000,1,0.0655000000,110.1310000000,4,0.7810000000
75,162466,0.416,0.5540000000,0.7830000000,0.0000015400,6,0.6310000000,-5.8520000000,1,0.0457000000,105.3900000000,4,0.8130000000
70,228120,0.414,0.7050000000,0.8470000000,0.0000032100,6,0.4060000000,-2.5880000000,1,0.0361000000,120.5270000000,4,0.7430000000
71,262240,0.243,0.7480000000,0.5510000000,0.0000015700,1,0.0943000000,-9.0540000000,1,0.0239000000,113.5350000000,4,0.6500000000
75,269786,0.195,0.4350000000,0.6580000000,0.0000000000,8,0.1020000000,-8.1790000000,1,0.0661000000,130.2760000000,4,0.1840000000
72,229240,0.368,0.5830000000,0.6020000000,0.0000000000,11,0.2200000000,-6.3640000000,1,0.0274000000,74.0080000000,4,0.3880000000
75,270333,0.0298,0.6430000000,0.8010000000,0.0000000000,6,0.0719000000,-4.9210000000,1,0.0228000000,95.9880000000,4,0.5340000000
81,354520,0.0852,0.4540000000,0.9100000000,0.0988000000,6,0.1160000000,-7.7660000000,1,0.0446000000,125.1160000000,4,0.6300000000
73,510933,0.0575,0.6620000000,0.6440000000,0.0004810000,2,0.0645000000,-9.3670000000,0,0.0394000000,134.2130000000,4,0.6430000000
26,162506,0.4379999999999999,0.5690000000,0.4020000000,0.0000000000,0,0.1340000000,-10.1510000000,1,0.0433000000,144.6350000000,4,0.6960000000
77,245620,0.132,0.8170000000,0.5990000000,0.0003110000,0,0.0873000000,-9.2490000000,0,0.0328000000,108.8730000000,4,0.5480000000
68,257906,0.0518,0.7820000000,0.8670000000,0.0000140000,3,0.2180000000,-3.7630000000,0,0.0487000000,138.8590000000,4,0.8960000000
77,183733,0.00414,0.8570000000,0.4680000000,0.0000132000,1,0.2690000000,-8.5300000000,1,0.0476000000,89.1190000000,4,0.8430000000
69,295066,0.135,0.7750000000,0.8660000000,0.0376000000,9,0.1520000000,-3.5980000000,1,0.0295000000,131.3400000000,4,0.8760000000
72,278626,0.0119,0.6320000000,0.7270000000,0.0000764000,11,0.0678000000,-11.2090000000,0,0.0438000000,124.9190000000,4,0.4990000000
68,302600,0.2319999999999999,0.5830000000,0.5450000000,0.0000000000,2,0.1330000000,-11.6980000000,0,0.0351000000,153.2500000000,4,0.8000000000
67,244106,0.123,0.5530000000,0.8380000000,0.0000301000,0,0.0530000000,-5.8240000000,1,0.0317000000,129.8930000000,4,0.8210000000
71,229466,0.103,0.6880000000,0.8580000000,0.0001180000,5,0.1470000000,-6.4960000000,0,0.0348000000,92.2530000000,4,0.6970000000
77,336453,0.551,0.4460000000,0.2390000000,0.0000041000,0,0.0697000000,-13.9450000000,1,0.0316000000,189.5070000000,4,0.2980000000
55,248586,0.00773,0.6430000000,0.6270000000,0.0025900000,8,0.1230000000,-10.9720000000,1,0.0405000000,114.4770000000,4,0.7250000000
38,249960,0.405,0.4610000000,0.9180000000,0.0003300000,4,0.1260000000,-8.5070000000,1,0.0959000000,172.4350000000,4,0.8020000000
70,250133,0.0149,0.6810000000,0.8300000000,0.0037600000,0,0.2140000000,-6.0880000000,1,0.0271000000,103.7770000000,4,0.8170000000
73,240280,0.3329999999999999,0.7420000000,0.8830000000,0.0000075100,0,0.0964000000,-3.4190000000,1,0.0329000000,136.5060000000,4,0.9780000000
23,238000,0.184,0.7340000000,0.7440000000,0.0000000000,9,0.1810000000,-8.1030000000,0,0.0391000000,117.6510000000,4,0.9610000000
75,193200,0.0094,0.8870000000,0.4800000000,0.0000358000,11,0.0662000000,-11.9940000000,1,0.1170000000,95.8460000000,4,0.6070000000
25,218906,0.1639999999999999,0.7960000000,0.6930000000,0.0000177000,2,0.0408000000,-6.0200000000,1,0.0413000000,108.8000000000,4,0.9540000000
38,260426,0.134,0.7410000000,0.5760000000,0.0079500000,1,0.0502000000,-12.0440000000,1,0.0487000000,108.7870000000,4,0.7640000000
50,227493,0.0113,0.8990000000,0.2370000000,0.0015200000,7,0.0980000000,-14.8050000000,1,0.1020000000,111.5030000000,4,0.7440000000
60,211533,0.461,0.6600000000,0.9270000000,0.0000573000,5,0.6990000000,-5.8670000000,0,0.1560000000,136.2470000000,4,0.4580000000
31,288333,0.3989999999999999,0.5160000000,0.7760000000,0.0012800000,6,0.2100000000,-6.4090000000,1,0.0412000000,177.3990000000,4,0.8590000000
77,405640,0.0169,0.2730000000,0.9520000000,0.0112000000,11,0.1420000000,-8.7620000000,1,0.0841000000,100.2690000000,4,0.4750000000
68,328293,0.506,0.7440000000,0.5450000000,0.0977000000,0,0.0649000000,-9.3610000000,1,0.0297000000,97.4090000000,4,0.3460000000
63,289066,0.0874,0.7000000000,0.7810000000,0.0034200000,6,0.0590000000,-8.2550000000,0,0.0507000000,108.6950000000,4,0.3850000000
72,255733,0.0613,0.4970000000,0.7190000000,0.0000000000,6,0.4110000000,-9.3970000000,1,0.0266000000,95.7690000000,4,0.5470000000
62,190840,0.0267,0.5240000000,0.8020000000,0.0000038300,0,0.2240000000,-5.1300000000,1,0.0432000000,121.3500000000,4,0.7120000000
70,237320,0.0531,0.6340000000,0.8380000000,0.0000083400,2,0.0522000000,-5.3630000000,1,0.0413000000,95.0110000000,4,0.5410000000
63,343933,0.134,0.2860000000,0.5000000000,0.0000457000,1,0.1080000000,-14.2810000000,0,0.0357000000,99.1620000000,4,0.4430000000
66,210133,0.2019999999999999,0.6230000000,0.9400000000,0.0018400000,0,0.0472000000,-5.7310000000,1,0.0365000000,131.0370000000,4,0.8370000000
71,200560,0.0408,0.6140000000,0.9280000000,0.0010400000,8,0.0845000000,-4.8060000000,0,0.0516000000,172.6560000000,4,0.8790000000
70,384306,0.537,0.5340000000,0.4850000000,0.0000017900,9,0.1040000000,-8.0450000000,1,0.0467000000,80.9230000000,4,0.1020000000
75,301520,0.0522,0.8620000000,0.4790000000,0.0012600000,7,0.5890000000,-9.1990000000,1,0.0646000000,109.8780000000,4,0.9250000000
23,258613,0.000807,0.4090000000,0.8920000000,0.0000000000,2,0.2070000000,-4.3730000000,1,0.0336000000,174.4260000000,4,0.6510000000
82,306410,0.0163,0.2990000000,0.6130000000,0.0035900000,7,0.3680000000,-9.0120000000,1,0.0347000000,166.9600000000,4,0.3060000000
71,202853,0.0824,0.7410000000,0.8940000000,0.0527000000,4,0.0890000000,-3.8260000000,1,0.0495000000,114.8690000000,4,0.9600000000
77,289533,0.00125,0.3150000000,0.7150000000,0.0000079700,11,0.0942000000,-8.0720000000,0,0.0362000000,155.9250000000,3,0.4970000000
40,304600,0.303,0.8680000000,0.6460000000,0.0000000000,1,0.2840000000,-4.6740000000,0,0.2880000000,88.6410000000,4,0.6700000000
72,271333,0.2739999999999999,0.5220000000,0.6760000000,0.0000000000,5,0.1340000000,-3.5710000000,0,0.1600000000,67.4270000000,4,0.7460000000
27,219600,0.107,0.6070000000,0.8020000000,0.0000000000,5,0.3050000000,-6.8490000000,0,0.4030000000,174.2010000000,4,0.9010000000
25,205239,0.1159999999999999,0.5290000000,0.7410000000,0.0000012300,3,0.0736000000,-5.6610000000,1,0.0268000000,100.0040000000,4,0.4550000000
59,287826,0.0303,0.3490000000,0.9120000000,0.0000080300,0,0.1200000000,-3.6030000000,1,0.0692000000,164.0010000000,4,0.2240000000
72,244813,0.0746,0.5590000000,0.9280000000,0.0000556000,5,0.6960000000,-3.0400000000,1,0.0355000000,96.3150000000,4,0.5990000000
68,211213,0.00526,0.7070000000,0.6280000000,0.0000821000,11,0.1040000000,-9.6840000000,1,0.0877000000,187.5480000000,4,0.8700000000
78,211066,0.2019999999999999,0.7590000000,0.6990000000,0.0001310000,0,0.4430000000,-5.7450000000,0,0.0307000000,92.9600000000,4,0.9070000000
80,213600,0.216,0.6890000000,0.7020000000,0.0000000000,6,0.1590000000,-5.6420000000,0,0.0261000000,99.0310000000,4,0.4840000000
73,213093,0.00631,0.7150000000,0.8330000000,0.0000000000,2,0.1640000000,-5.3790000000,1,0.1080000000,95.4870000000,4,0.6120000000
52,217733,0.631,0.4740000000,0.1360000000,0.0000000000,3,0.0717000000,-14.1140000000,1,0.0595000000,124.4120000000,3,0.2000000000
61,316333,0.218,0.5290000000,0.6540000000,0.0023300000,4,0.1020000000,-10.0400000000,1,0.0367000000,101.2580000000,4,0.4850000000
20,204586,0.352,0.5670000000,0.6020000000,0.0000000000,11,0.1500000000,-8.6190000000,0,0.0786000000,202.3510000000,4,0.7670000000
70,261133,0.0335,0.8180000000,0.6530000000,0.0000054600,1,0.2200000000,-8.3960000000,1,0.2040000000,99.9310000000,4,0.5330000000
51,271186,0.0187,0.6370000000,0.8560000000,0.0000199000,2,0.0157000000,-4.3400000000,1,0.0340000000,113.3200000000,4,0.8460000000
81,214400,0.0251,0.7430000000,0.6750000000,0.0007170000,8,0.0685000000,-4.2670000000,0,0.0953000000,92.9090000000,4,0.5900000000
27,241933,0.0372,0.6410000000,0.6300000000,0.0000000000,8,0.4000000000,-6.3930000000,1,0.0521000000,79.9550000000,4,0.4150000000
81,181533,0.00293,0.4420000000,0.9430000000,0.0000087100,3,0.0910000000,-3.2050000000,1,0.0602000000,85.0640000000,4,0.7810000000
81,301920,2.55e-05,0.5020000000,0.9120000000,0.0001730000,1,0.1060000000,-4.5560000000,1,0.0564000000,116.7610000000,4,0.7200000000
28,267733,0.0767,0.6720000000,0.8410000000,0.0000000000,9,0.1350000000,-5.9920000000,0,0.0285000000,125.4370000000,4,0.8200000000
71,255133,0.2,0.6630000000,0.8380000000,0.0001770000,0,0.0782000000,-5.7440000000,0,0.0286000000,112.7880000000,4,0.7520000000
40,295493,0.156,0.5660000000,0.5700000000,0.0000000000,11,0.1180000000,-9.8750000000,0,0.0285000000,134.5370000000,4,0.4910000000
74,256733,0.00162,0.5430000000,0.9120000000,0.0000021000,7,0.0565000000,-10.7100000000,1,0.0601000000,103.7310000000,4,0.8360000000
71,257733,0.735,0.5010000000,0.3780000000,0.0000000000,4,0.1190000000,-9.3700000000,1,0.0290000000,119.9870000000,4,0.1780000000
55,289226,0.63,0.5870000000,0.4930000000,0.0000000000,8,0.2240000000,-8.3680000000,1,0.0296000000,131.7270000000,3,0.2100000000
72,277266,0.4029999999999999,0.5550000000,0.6980000000,0.0000000000,0,0.0851000000,-8.8740000000,1,0.0287000000,168.1200000000,4,0.8160000000
59,228333,0.13,0.6510000000,0.9460000000,0.0000000000,6,0.1480000000,-4.7170000000,1,0.1010000000,91.9110000000,4,0.5080000000
64,248573,0.0915,0.9390000000,0.6750000000,0.0000000000,0,0.0565000000,-7.2320000000,1,0.2110000000,96.9180000000,4,0.7950000000
39,227600,0.0561,0.8530000000,0.6060000000,0.0000000000,0,0.3130000000,-4.5960000000,1,0.0713000000,94.7590000000,4,0.6540000000
49,241466,0.00476,0.5720000000,0.9870000000,0.0067900000,7,0.3480000000,-6.2590000000,1,0.2810000000,152.6360000000,4,0.1260000000
51,207360,0.0874,0.5630000000,0.5360000000,0.0001050000,10,0.1640000000,-9.4880000000,1,0.0286000000,81.0940000000,4,0.3120000000
75,211933,0.00165,0.6190000000,0.6700000000,0.0109000000,11,0.3310000000,-10.3190000000,0,0.0353000000,129.2670000000,4,0.7770000000
62,324840,0.0409,0.5410000000,0.6920000000,0.0001780000,7,0.1080000000,-7.0560000000,1,0.0278000000,95.4460000000,4,0.3030000000
83,200373,0.0319,0.7310000000,0.8610000000,0.0000000000,11,0.0829000000,-5.8810000000,1,0.0323000000,104.0340000000,4,0.7800000000
66,262746,0.2739999999999999,0.4990000000,0.7610000000,0.0000093800,5,0.1370000000,-5.4360000000,0,0.0367000000,76.1180000000,4,0.5820000000
59,236040,0.000154,0.5480000000,0.7420000000,0.0000397000,0,0.1090000000,-6.5360000000,1,0.0337000000,119.4960000000,4,0.5830000000
72,298773,0.0279,0.7650000000,0.2900000000,0.0000010200,4,0.5710000000,-17.1170000000,0,0.1390000000,92.4090000000,4,0.5060000000
70,283747,0.259,0.8220000000,0.9690000000,0.0001620000,7,0.3900000000,-11.4710000000,0,0.0582000000,128.0070000000,4,0.7650000000
74,201840,0.0108,0.8000000000,0.8940000000,0.4370000000,6,0.0285000000,-7.3460000000,0,0.0400000000,138.4800000000,4,0.9670000000
81,173026,0.1009999999999999,0.7680000000,0.8640000000,0.0000000000,11,0.1620000000,-6.1450000000,1,0.0324000000,110.0080000000,4,0.8910000000
73,217573,0.21,0.6270000000,0.8000000000,0.0001230000,1,0.1370000000,-6.9450000000,1,0.1620000000,175.8150000000,4,0.9120000000
72,251573,0.173,0.8480000000,0.6660000000,0.0006990000,0,0.1290000000,-6.5470000000,1,0.2740000000,96.6620000000,4,0.7440000000
73,257360,0.00456,0.8670000000,0.5170000000,0.0003390000,11,0.0864000000,-13.2220000000,0,0.0875000000,133.1480000000,4,0.8660000000
55,237093,0.00328,0.6140000000,0.7520000000,0.0000000000,7,0.3790000000,-6.2710000000,1,0.0652000000,95.0180000000,4,0.4440000000
59,249293,0.00137,0.6690000000,0.8090000000,0.0000000000,7,0.3800000000,-7.1460000000,1,0.1470000000,97.8850000000,4,0.5720000000
69,230000,0.176,0.8950000000,0.6940000000,0.0000000000,9,0.2920000000,-4.3840000000,1,0.2750000000,93.9440000000,4,0.6320000000
58,260120,0.0449,0.7700000000,0.4710000000,0.0000039500,7,0.0669000000,-9.5780000000,1,0.1560000000,82.5150000000,4,0.4740000000
73,249520,0.0528,0.6510000000,0.7470000000,0.0000000000,1,0.2070000000,-7.2690000000,0,0.0699000000,147.5180000000,4,0.7760000000
16,187710,0.0111,0.8140000000,0.8620000000,0.0289000000,7,0.0260000000,-4.4100000000,1,0.0442000000,97.0080000000,4,0.8890000000
63,267293,0.0274,0.7870000000,0.6300000000,0.0000066900,0,0.1610000000,-12.2950000000,1,0.0609000000,125.3470000000,4,0.8820000000
58,280040,0.0425,0.5110000000,0.5740000000,0.0000233000,5,0.1050000000,-7.0160000000,1,0.0273000000,119.9170000000,4,0.1610000000
82,329733,0.0021,0.5920000000,0.7670000000,0.0016500000,9,0.1270000000,-2.7880000000,0,0.0270000000,96.4830000000,4,0.3280000000
29,388733,0.0505,0.5580000000,0.3640000000,0.0000050200,4,0.0753000000,-11.2580000000,0,0.0265000000,142.1710000000,3,0.1700000000
73,243160,0.00411,0.4250000000,0.9540000000,0.0000000000,1,0.0555000000,-3.7560000000,0,0.0476000000,178.0430000000,4,0.9330000000
76,320266,0.0393,0.5350000000,0.5050000000,0.0000000000,2,0.0923000000,-8.9260000000,0,0.2450000000,99.9350000000,4,0.4950000000
32,358426,0.0415,0.3890000000,0.8890000000,0.0000000000,9,0.4630000000,-6.5460000000,1,0.0442000000,171.1210000000,4,0.5240000000
29,238533,0.00456,0.6920000000,0.9120000000,0.0027300000,9,0.0616000000,-7.7330000000,1,0.0513000000,104.8620000000,4,0.6420000000
23,225866,0.251,0.7940000000,0.7560000000,0.0006110000,9,0.1220000000,-11.3310000000,0,0.0343000000,124.2500000000,4,0.7590000000
72,270373,0.0222,0.6830000000,0.7720000000,0.0149000000,7,0.2030000000,-7.9070000000,0,0.0311000000,123.8710000000,4,0.7370000000
69,218360,0.3,0.7250000000,0.5830000000,0.0002150000,1,0.0665000000,-9.9420000000,0,0.0424000000,79.9840000000,4,0.7650000000
68,235973,0.0149,0.7260000000,0.6790000000,0.0000014900,1,0.0837000000,-6.2190000000,1,0.0473000000,107.0200000000,4,0.7510000000
27,208400,0.0799,0.6410000000,0.9140000000,0.0000654000,2,0.1320000000,-4.7980000000,1,0.0500000000,107.9960000000,4,0.7230000000
57,320306,0.0148,0.8860000000,0.8440000000,0.0000043600,10,0.0494000000,-9.2240000000,0,0.0734000000,124.6020000000,4,0.7150000000
